Facility|FavID|Inclusion|AltLow|AltHigh|GeoJSON
ZAU|ZAU_H_53890_53830|1|18000|60000|{"type": "Polygon", "coordinates": [[[-80.4, 39.1666666667],[-80.4, 39.1666666667],[-80.5666666667, 38.7666666667],[-80.7166666667, 38.0416666667],[-80.8416666667, 37.4666666667],[-80.7458333333, 37.3041666667],[-80.6333333333, 37.3319444444],[-79.95, 36.1541666667],[-79.7444444444, 36.0888888889],[-79.8041666667, 35.3833333333],[-80.0, 35.1083333333],[-80.1472222222, 34.8555555556],[-79.9166666667, 34.85],[-79.7280555556, 34.7133333333],[-79.3333333333, 34.425],[-78.75, 34.4444444444],[-76.7794444444, 32.9677777778],[-75.6838888889, 34.6002777778],[-75.19, 35.3080555556],[-74.9369444444, 35.4969444444],[-74.5997222222, 36.7877777778],[-74.5997222222, 37.0816666667],[-73.9833333333, 38.5416666667],[-73.8416666667, 38.7666666667],[-73.4333333333, 39.3333333333],[-73.1666666667, 39.6833333333],[-73.2833333333, 39.7333333333],[-73.7291666667, 39.9333333333],[-73.6986111111, 40.2388888889],[-74.6847222222, 39.9833333333],[-74.7833333333, 40.1097222222],[-75.3291666667, 40.0694444444],[-75.625, 39.8611111111],[-75.65, 39.85],[-76.3472222222, 39.3916666667],[-76.8555555556, 39.385],[-77.3583333333, 39.51],[-77.3566666667, 39.7816666667],[-77.6172222222, 39.7722222222],[-77.8402777778, 39.8555555556],[-77.9333333333, 39.85],[-79.5430555556, 39.3708333333],[-79.8944444444, 39.1736111111],[-80.4, 39.1666666667]]]}
ZAU|ZAU_L_59190_59130|1|0|18000|{"type": "Polygon", "coordinates": [[[-80.4, 39.1666666667],[-80.4, 39.1666666667],[-80.5666666667, 38.7666666667],[-80.7166666667, 38.0416666667],[-80.8416666667, 37.4666666667],[-80.7458333333, 37.3041666667],[-80.6333333333, 37.3319444444],[-79.95, 36.1541666667],[-79.7444444444, 36.0888888889],[-79.8041666667, 35.3833333333],[-80.0, 35.1083333333],[-80.1472222222, 34.8555555556],[-79.9166666667, 34.85],[-79.7280555556, 34.7133333333],[-78.75, 34.4444444444],[-76.7794444444, 32.9677777778],[-75.6838888889, 34.6002777778],[-75.19, 35.3080555556],[-74.9369444444, 35.4969444444],[-74.5997222222, 36.7877777778],[-74.5997222222, 37.0816666667],[-73.9833333333, 38.5416666667],[-73.8416666667, 38.7666666667],[-73.6583333333, 39.0347222222],[-74.1944444444, 39.5791666667],[-74.4986111111, 39.5930555556],[-74.4555555556, 39.6558333333],[-74.8, 39.6527777778],[-74.9111111111, 39.7097222222],[-74.94, 39.7516666667],[-74.8041666667, 39.9],[-74.6847222222, 39.9833333333],[-74.4527777778, 40.1444444444],[-74.3333333333, 40.25],[-74.5152777778, 40.3083333333],[-74.6763888889, 40.2583333333],[-74.9569444444, 40.3416666667],[-75.0166666667, 40.2902777778],[-75.0163888889, 40.29],[-75.0366666667, 40.255],[-75.0575, 40.2394444444],[-75.0758333333, 40.2305555556],[-75.0963888889, 40.2227777778],[-75.1197222222, 40.2175],[-75.1183333333, 40.2166666667],[-75.625, 39.8611111111],[-75.65, 39.85],[-76.3472222222, 39.3916666667],[-76.8555555556, 39.385],[-77.3583333333, 39.51],[-77.3566666667, 39.7816666667],[-77.355, 39.875],[-77.8402777778, 39.8555555556],[-77.9333333333, 39.85],[-79.5430555556, 39.3708333333],[-79.8944444444, 39.1736111111],[-80.4, 39.1666666667]]]}
ZAU|ZAU_H_55480_55560|1|18000|60000|{"type": "Polygon", "coordinates": [[[-103.166666667, 44.9583333333],[-103.166666667, 44.9583333333],[-104.25, 45.1166666667],[-106.0, 45.2375],[-106.266666667, 44.3166666667],[-107.283333333, 43.8833333333],[-107.05, 42.4166666667],[-108.0, 41.6083333333],[-108.275, 41.3666666667],[-109.1, 40.85],[-109.166666667, 40.0],[-110.3, 39.5833333333],[-109.983333333, 39.2166666667],[-109.983333333, 38.9333333333],[-109.983333333, 38.2],[-110.156944444, 38.1291666667],[-110.883333333, 37.8333333333],[-111.879166667, 37.4125],[-111.608333333, 36.7333333333],[-111.504166667, 36.4208333333],[-111.841666667, 35.7666666667],[-110.233333333, 35.7],[-108.216666667, 36.0333333333],[-107.466666667, 36.2],[-106.083333333, 36.7166666667],[-105.0, 36.7166666667],[-102.55, 37.5],[-98.8, 39.4666666667],[-99.0583333333, 39.9833333333],[-99.0166666667, 42.0],[-100.1, 43.2888888889],[-101.408333333, 43.7083333333],[-101.483333333, 44.7],[-103.166666667, 44.9583333333]]]}
ZAU|ZAU_L_60790_60870|1|0|18000|{"type": "Polygon", "coordinates": [[[-103.166666667, 44.9583333333],[-103.166666667, 44.9583333333],[-104.25, 45.1166666667],[-106.0, 45.2375],[-106.266666667, 44.3166666667],[-107.283333333, 43.8833333333],[-107.05, 42.4166666667],[-108.0, 41.6083333333],[-108.275, 41.3666666667],[-109.1, 40.85],[-109.166666667, 40.0],[-110.3, 39.5833333333],[-109.983333333, 39.2166666667],[-109.983333333, 38.9333333333],[-109.983333333, 38.2],[-110.156944444, 38.1291666667],[-110.883333333, 37.8333333333],[-111.879166667, 37.4125],[-111.608333333, 36.7333333333],[-111.504166667, 36.4208333333],[-111.841666667, 35.7666666667],[-110.233333333, 35.7],[-108.216666667, 36.0333333333],[-107.466666667, 36.2],[-106.083333333, 36.7166666667],[-105.0, 36.7166666667],[-102.55, 37.5],[-98.8, 39.4666666667],[-99.0583333333, 39.9833333333],[-99.0166666667, 42.0],[-100.1, 43.2888888889],[-101.408333333, 43.7083333333],[-101.483333333, 44.7],[-103.166666667, 44.9583333333]]]}
ZAU|ZAU_H_53300_53200|1|18000|60000|{"type": "Polygon", "coordinates": [[[-100.0, 35.8291666667],[-100.0, 35.8291666667],[-100.0, 35.3333333333],[-100.316666667, 34.8666666667],[-100.75, 34.4666666667],[-102.0, 34.6],[-102.325, 34.55],[-102.8, 34.3166666667],[-103.366666667, 33.775],[-103.691666667, 33.4027777778],[-103.8, 33.3833333333],[-103.8, 33.0],[-103.933333333, 32.4666666667],[-103.8, 32.0333333333],[-103.333333333, 31.65],[-102.15, 31.2833333333],[-100.55, 30.9833333333],[-99.4666666667, 31.3833333333],[-97.7944444444, 31.3902777778],[-97.7125, 31.375],[-97.5125, 31.2125],[-97.2, 31.2],[-96.6833333333, 31.2041666667],[-95.9833333333, 31.4666666667],[-94.2, 31.5722222222],[-93.3208333333, 31.5583333333],[-92.2583333333, 32.2833333333],[-91.6888888889, 32.2833333333],[-91.9, 33.0041666667],[-93.1583333333, 33.95],[-93.5416666667, 34.0333333333],[-94.5333333333, 34.5333333333],[-94.7833333333, 34.6916666667],[-95.0, 35.0666666667],[-95.0, 35.3833333333],[-95.0, 35.6541666667],[-95.3666666667, 35.8708333333],[-95.6125, 36.0166666667],[-96.05, 35.8708333333],[-96.4041666667, 35.65],[-97.0833333333, 35.4583333333],[-97.5833333333, 35.4916666667],[-97.8833333333, 35.925],[-98.0166666667, 35.8833333333],[-98.5, 35.8166666667],[-100.0, 35.8291666667]]]}
ZAU|ZAU_L_58620_58520|1|0|18000|{"type": "Polygon", "coordinates": [[[-100.0, 35.8291666667],[-100.0, 35.8291666667],[-100.0, 35.3333333333],[-100.316666667, 34.8666666667],[-100.75, 34.4666666667],[-102.0, 34.6],[-102.325, 34.55],[-102.8, 34.3166666667],[-103.366666667, 33.775],[-103.691666667, 33.4027777778],[-103.8, 33.3833333333],[-103.8, 33.0],[-103.933333333, 32.4666666667],[-103.8, 32.0333333333],[-103.333333333, 31.65],[-102.15, 31.2833333333],[-100.55, 30.9833333333],[-99.4666666667, 31.3833333333],[-97.7944444444, 31.3902777778],[-97.7125, 31.375],[-97.5125, 31.2125],[-97.2, 31.2],[-96.6833333333, 31.2041666667],[-95.9833333333, 31.4666666667],[-94.2, 31.5722222222],[-93.3208333333, 31.5583333333],[-92.2583333333, 32.2833333333],[-91.6888888889, 32.2833333333],[-91.9, 33.0041666667],[-93.1583333333, 33.95],[-93.5416666667, 34.0333333333],[-94.5333333333, 34.5333333333],[-94.7833333333, 34.6916666667],[-95.0, 35.0666666667],[-95.0, 35.3833333333],[-95.0, 35.6541666667],[-95.6125, 36.0166666667],[-96.05, 35.8708333333],[-96.4041666667, 35.65],[-97.0833333333, 35.4583333333],[-97.5833333333, 35.4916666667],[-97.8833333333, 35.925],[-98.0166666667, 35.8833333333],[-98.5, 35.8166666667],[-100.0, 35.8291666667]]]}
ZAU|ZAU_B_50660_50590|1|0|18000|{"type": "Polygon", "coordinates": [[[-95.9166666667, 26.0],[-95.9166666667, 26.0],[-93.0, 24.5],[-88.0, 24.5],[-86.0, 24.0],[-84.9997222222, 24.0],[-84.9997222222, 25.0336111111],[-85.0916666667, 26.2],[-85.4138888889, 26.6027777778],[-86.0, 27.0],[-86.8172222222, 27.2413888889],[-87.6833333333, 27.5],[-88.0, 28.1416666667],[-89.0, 28.25],[-94.0, 28.25],[-95.15, 27.5333333333],[-95.9166666667, 26.0]]]}
ZAU|ZAU_H_52188_52130|1|18000|60000|{"type": "Polygon", "coordinates": [[[-102.558333333, 29.7666666667],[-102.558333333, 29.7666666667],[-102.4, 29.7666666667],[-102.316666667, 29.875],[-102.05, 29.7916666667],[-101.8, 29.7833333333],[-101.516666667, 29.7583333333],[-101.291666667, 29.5833333333],[-101.25, 29.5333333333],[-101.0, 29.3666666667],[-100.75, 29.1666666667],[-100.633333333, 28.9],[-100.483333333, 28.65],[-100.191666667, 28.1833333333],[-99.95, 27.9833333333],[-99.8333333333, 27.775],[-99.7, 27.65],[-99.525, 27.4916666667],[-99.5166666667, 27.3083333333],[-99.45, 27.0666666667],[-99.3166666667, 26.8833333333],[-99.1833333333, 26.6666666667],[-99.0666666667, 26.4],[-98.65, 26.2333333333],[-98.2166666667, 26.0666666667],[-98.05, 26.05],[-97.75, 26.0333333333],[-97.4, 25.8416666667],[-97.0, 26.0],[-96.0, 26.0],[-95.9166666667, 26.0],[-95.15, 27.5333333333],[-94.0, 28.25],[-89.0, 28.25],[-88.0, 28.1416666667],[-88.025, 30.2208333333],[-87.9166666667, 30.5166666667],[-87.9166666667, 30.6333333333],[-87.8083333333, 30.6833333333],[-87.7166666667, 30.6916666667],[-87.6833333333, 30.8458333333],[-87.6583333333, 30.9583333333],[-87.4, 31.2805555556],[-87.8166666667, 31.5208333333],[-88.325, 31.5166666667],[-88.9, 31.5472222222],[-89.85, 31.6305555556],[-90.3458333333, 31.65],[-91.3083333333, 31.9125],[-91.6888888889, 32.2833333333],[-92.2583333333, 32.2833333333],[-93.3208333333, 31.5583333333],[-94.2, 31.5722222222],[-95.9833333333, 31.4666666667],[-96.6833333333, 31.2041666667],[-97.2, 31.2],[-97.5125, 31.2125],[-97.7125, 31.375],[-97.7944444444, 31.3902777778],[-99.4666666667, 31.3833333333],[-100.55, 30.9833333333],[-102.15, 31.2833333333],[-102.558333333, 29.7666666667]]]}
ZAU|ZAU_L_59009_57440|1|0|18000|{"type": "Polygon", "coordinates": [[[-102.558333333, 29.7666666667],[-102.558333333, 29.7666666667],[-102.4, 29.7666666667],[-102.316666667, 29.875],[-102.05, 29.7916666667],[-101.8, 29.7833333333],[-101.516666667, 29.7583333333],[-101.291666667, 29.5833333333],[-101.25, 29.5333333333],[-101.0, 29.3666666667],[-100.75, 29.1666666667],[-100.633333333, 28.9],[-100.483333333, 28.65],[-100.191666667, 28.1833333333],[-99.95, 27.9833333333],[-99.8333333333, 27.775],[-99.7, 27.65],[-99.525, 27.4916666667],[-99.5166666667, 27.3083333333],[-99.45, 27.0666666667],[-99.3166666667, 26.8833333333],[-99.1833333333, 26.6666666667],[-99.0666666667, 26.4],[-98.65, 26.2333333333],[-98.2166666667, 26.0666666667],[-98.05, 26.05],[-97.75, 26.0333333333],[-97.4, 25.8416666667],[-97.0, 26.0],[-96.0, 26.0],[-95.9166666667, 26.0],[-95.15, 27.5333333333],[-94.0, 28.25],[-89.0, 28.25],[-88.0, 28.1416666667],[-88.025, 30.2208333333],[-87.9166666667, 30.5166666667],[-87.9166666667, 30.6333333333],[-87.8083333333, 30.6833333333],[-87.7166666667, 30.6916666667],[-87.6833333333, 30.8458333333],[-87.6583333333, 30.9583333333],[-87.4, 31.2805555556],[-87.8166666667, 31.5208333333],[-88.325, 31.5166666667],[-88.9, 31.5472222222],[-89.85, 31.6305555556],[-90.3458333333, 31.65],[-91.3083333333, 31.9125],[-91.6888888889, 32.2833333333],[-92.2583333333, 32.2833333333],[-93.3208333333, 31.5583333333],[-94.2, 31.5722222222],[-95.9833333333, 31.4666666667],[-96.6833333333, 31.2041666667],[-97.2, 31.2],[-97.5125, 31.2125],[-97.7125, 31.375],[-97.7944444444, 31.3902777778],[-99.4666666667, 31.3833333333],[-100.55, 30.9833333333],[-102.15, 31.2833333333],[-102.558333333, 29.7666666667]]]}
ZAU|ZAU_H_54140_54120|1|18000|60000|{"type": "Polygon", "coordinates": [[[-88.25, 40.0],[-88.25, 40.0],[-88.1833333333, 39.9041666667],[-88.1480555556, 39.8683333333],[-88.0944444444, 38.4852777778],[-88.2333333333, 38.15],[-88.3166666667, 37.725],[-87.3972222222, 37.275],[-86.15, 37.3],[-85.7458333333, 37.0138888889],[-85.5833333333, 36.9],[-85.4, 36.1833333333],[-80.7458333333, 37.3041666667],[-80.8416666667, 37.4666666667],[-80.7166666667, 38.0416666667],[-80.5666666667, 38.7666666667],[-80.4, 39.1666666667],[-80.5, 39.1666666667],[-81.55, 39.75],[-81.6333333333, 40.2166666667],[-81.7833333333, 40.6],[-83.3333333333, 40.5083333333],[-83.5, 40.5583333333],[-83.65, 40.7375],[-83.7458333333, 40.7833333333],[-84.7, 40.9083333333],[-84.6833333333, 40.775],[-84.6833333333, 40.6666666667],[-85.525, 40.3541666667],[-86.1, 40.0],[-88.25, 40.0]]]}
ZAU|ZAU_L_59250_59100|1|0|18000|{"type": "Polygon", "coordinates": [[[-88.1480555556, 39.8683333333],[-88.1480555556, 39.8683333333],[-88.0944444444, 38.4852777778],[-88.2333333333, 38.15],[-88.3166666667, 37.725],[-87.3972222222, 37.275],[-86.15, 37.3],[-85.7458333333, 37.0138888889],[-85.5833333333, 36.9],[-85.4, 36.1833333333],[-80.7458333333, 37.3041666667],[-80.8416666667, 37.4666666667],[-80.7166666667, 38.0416666667],[-80.5666666667, 38.7666666667],[-80.4, 39.1666666667],[-80.5, 39.1666666667],[-81.55, 39.75],[-81.6333333333, 40.2166666667],[-81.7833333333, 40.6],[-83.3333333333, 40.5083333333],[-83.5, 40.5583333333],[-83.65, 40.7375],[-83.7458333333, 40.7833333333],[-84.7, 40.9083333333],[-84.6844444444, 40.7463888889],[-84.9919444444, 40.6069444444],[-85.4144444444, 40.6633333333],[-85.5041666667, 40.5583333333],[-85.9555555556, 40.1194444444],[-86.1, 40.0],[-86.95, 40.0],[-88.25, 40.0],[-88.1833333333, 39.9041666667],[-88.1480555556, 39.8683333333]]]}
ZAU|ZAU_H_52380_52320|1|18000|60000|{"type": "Polygon", "coordinates": [[[-87.4, 31.2805555556],[-87.4, 31.2805555556],[-87.6583333333, 30.9583333333],[-87.6833333333, 30.8458333333],[-87.7166666667, 30.6916666667],[-87.8083333333, 30.6833333333],[-87.9166666667, 30.6333333333],[-87.9166666667, 30.5166666667],[-88.025, 30.2208333333],[-88.0, 28.1416666667],[-87.6833333333, 27.5],[-86.8172222222, 27.2413888889],[-86.0, 27.0],[-85.6222222222, 27.2538888889],[-85.25, 27.5],[-84.95, 28.0333333333],[-84.6158333333, 28.0627777778],[-84.5, 28.1666666667],[-84.0166666667, 28.55],[-83.5166666667, 28.4],[-83.2083333333, 28.1583333333],[-83.1172222222, 28.0872222222],[-82.9416666667, 27.95],[-82.3833333333, 27.95],[-81.0, 28.5666666667],[-80.9861111111, 28.7277777778],[-80.7333333333, 28.9],[-80.1833333333, 29.0],[-79.6166666667, 29.2083333333],[-79.3111111111, 30.1375],[-79.1847222222, 30.2027777778],[-77.0, 30.0],[-77.0, 32.2622222222],[-76.7794444444, 32.9677777778],[-78.75, 34.4444444444],[-79.3333333333, 34.425],[-79.7280555556, 34.7133333333],[-79.9166666667, 34.85],[-80.1472222222, 34.8555555556],[-80.4688888889, 34.7475],[-81.3333333333, 34.3944444444],[-81.5744444444, 34.2936111111],[-81.8044444444, 33.9852777778],[-81.85, 33.8888888889],[-81.8413888889, 32.9002777778],[-81.9333333333, 32.5625],[-82.3333333333, 32.1666666667],[-83.1125, 31.6833333333],[-84.1, 31.6833333333],[-85.3083333333, 31.5333333333],[-85.5833333333, 31.7625],[-86.95, 31.4916666667],[-87.4, 31.2805555556]]]}
ZAU|ZAU_L_57700_57640|1|0|18000|{"type": "Polygon", "coordinates": [[[-87.4, 31.2805555556],[-87.4, 31.2805555556],[-87.6583333333, 30.9583333333],[-87.6833333333, 30.8458333333],[-87.7166666667, 30.6916666667],[-87.8083333333, 30.6833333333],[-87.9166666667, 30.6333333333],[-87.9166666667, 30.5166666667],[-88.025, 30.2208333333],[-88.0, 28.1416666667],[-87.6833333333, 27.5],[-86.8172222222, 27.2413888889],[-86.0, 27.0],[-85.6222222222, 27.2538888889],[-85.25, 27.5],[-84.95, 28.0333333333],[-84.6158333333, 28.0627777778],[-84.5, 28.1666666667],[-84.0166666667, 28.55],[-83.5166666667, 28.4],[-83.2083333333, 28.1583333333],[-83.1172222222, 28.0872222222],[-82.9416666667, 27.95],[-82.3833333333, 27.95],[-81.0, 28.5666666667],[-80.9861111111, 28.7277777778],[-80.7333333333, 28.9],[-80.1833333333, 29.0],[-79.6166666667, 29.2083333333],[-79.3111111111, 30.1375],[-79.1847222222, 30.2027777778],[-77.0, 30.0],[-77.0, 32.2622222222],[-76.7794444444, 32.9677777778],[-78.75, 34.4444444444],[-79.7280555556, 34.7133333333],[-79.9166666667, 34.85],[-80.1472222222, 34.8555555556],[-80.4688888889, 34.7475],[-81.3333333333, 34.3944444444],[-81.5744444444, 34.2936111111],[-81.8044444444, 33.9852777778],[-81.85, 33.8888888889],[-81.8413888889, 32.9002777778],[-81.9333333333, 32.5625],[-82.2, 32.2916666667],[-82.6458333333, 32.4472222222],[-83.4958333333, 32.125],[-83.8, 32.0916666667],[-86.95, 31.4916666667],[-87.4, 31.2805555556]]]}
ZAU|ZAU_H_53940_53640|1|18000|60000|{"type": "Polygon", "coordinates": [[[-98.8, 39.4666666667],[-98.8, 39.4666666667],[-102.55, 37.5],[-101.75, 36.5],[-100.0, 35.8291666667],[-98.5, 35.8166666667],[-98.0166666667, 35.8833333333],[-97.8833333333, 35.925],[-97.5833333333, 35.4916666667],[-97.0833333333, 35.4583333333],[-96.4041666667, 35.65],[-96.05, 35.8708333333],[-95.6125, 36.0166666667],[-95.3666666667, 35.8708333333],[-94.6833333333, 36.4333333333],[-94.4083333333, 36.4916666667],[-93.25, 36.725],[-90.5666666667, 37.15],[-88.8333333333, 37.5333333333],[-88.3166666667, 37.725],[-88.2333333333, 38.15],[-88.0944444444, 38.4852777778],[-88.1480555556, 39.8683333333],[-88.1833333333, 39.9041666667],[-88.25, 40.0],[-89.75, 40.0],[-91.65, 40.7833333333],[-91.7416666667, 40.7638888889],[-93.4916666667, 40.525],[-98.8, 39.4666666667]]]}
ZAU|ZAU_L_59230_58970|1|0|18000|{"type": "Polygon", "coordinates": [[[-98.8, 39.4666666667],[-98.8, 39.4666666667],[-102.55, 37.5],[-101.75, 36.5],[-100.0, 35.8291666667],[-98.5, 35.8166666667],[-98.0166666667, 35.8833333333],[-97.8833333333, 35.925],[-97.5833333333, 35.4916666667],[-97.0833333333, 35.4583333333],[-96.4041666667, 35.65],[-96.05, 35.8708333333],[-95.6125, 36.0166666667],[-95.4, 36.2041666667],[-95.1958333333, 36.2875],[-94.6833333333, 36.4333333333],[-94.4083333333, 36.4916666667],[-93.25, 36.725],[-90.5666666667, 37.15],[-88.8333333333, 37.5333333333],[-88.3166666667, 37.725],[-88.2333333333, 38.15],[-88.0944444444, 38.4852777778],[-88.1480555556, 39.8683333333],[-88.1833333333, 39.9041666667],[-88.25, 40.0],[-89.75, 40.0],[-91.65, 40.7833333333],[-91.7416666667, 40.7638888889],[-93.4916666667, 40.525],[-98.8, 39.4666666667]]]}
ZAU|ZAU_H_53070_52300|1|18000|60000|{"type": "Polygon", "coordinates": [[[-123.25, 34.5],[-123.25, 34.5],[-120.833333333, 30.75],[-120.666666667, 30.8333333333],[-117.314166667, 32.4466666667],[-117.123611111, 32.5341666667],[-115.808333333, 32.6416666667],[-114.718611111, 32.7186111111],[-114.813055556, 32.4938888889],[-114.0, 32.25],[-113.508333333, 32.1],[-113.512769444, 32.1162277778],[-113.684722222, 32.7375],[-114.0, 32.6833333333],[-114.0, 33.4],[-114.0, 34.6666666667],[-113.7, 34.8666666667],[-113.616666667, 34.9166666667],[-112.927777778, 35.2555555556],[-112.666666667, 35.3833333333],[-112.153055556, 35.3966666667],[-112.0, 35.4],[-111.841666667, 35.7666666667],[-111.504166667, 36.4208333333],[-111.608333333, 36.7333333333],[-111.879166667, 37.4125],[-113.0, 37.5],[-113.783333333, 37.7166666667],[-113.700277778, 37.8236111111],[-113.700833333, 37.8955555556],[-114.200833333, 38.0166666667],[-114.500833333, 38.0166666667],[-114.701666667, 37.9997222222],[-116.184166667, 37.8833333333],[-116.434166667, 37.8833333333],[-116.833333333, 37.8833333333],[-116.9175, 37.8833333333],[-117.094722222, 37.8833333333],[-117.094722222, 37.55],[-117.075833333, 37.4416666667],[-117.008333333, 37.3666666667],[-117.333333333, 37.2],[-118.583333333, 37.2],[-118.583333333, 36.1333333333],[-119.166666667, 36.1333333333],[-119.5, 35.6333333333],[-120.116666667, 35.75],[-120.85, 35.5333333333],[-123.25, 34.5]]]}
ZAU|ZAU_L_58390_57620|1|0|18000|{"type": "Polygon", "coordinates": [[[-123.25, 34.5],[-123.25, 34.5],[-120.833333333, 30.75],[-120.666666667, 30.8333333333],[-117.314166667, 32.4466666667],[-117.123611111, 32.5341666667],[-115.808333333, 32.6416666667],[-114.718611111, 32.7186111111],[-114.813055556, 32.4938888889],[-114.0, 32.25],[-113.508333333, 32.1],[-113.512769444, 32.1162277778],[-113.684722222, 32.7375],[-114.0, 32.6833333333],[-114.0, 33.4],[-114.0, 34.6666666667],[-113.7, 34.8666666667],[-113.616666667, 34.9166666667],[-112.927777778, 35.2555555556],[-112.666666667, 35.3833333333],[-112.153055556, 35.3966666667],[-112.0, 35.4],[-111.841666667, 35.7666666667],[-111.504166667, 36.4208333333],[-111.608333333, 36.7333333333],[-111.879166667, 37.4125],[-113.0, 37.5],[-113.783333333, 37.7166666667],[-113.700277778, 37.8236111111],[-113.700833333, 37.8955555556],[-114.200833333, 38.0166666667],[-114.500833333, 38.0166666667],[-114.701666667, 37.9997222222],[-116.184166667, 37.8833333333],[-116.434166667, 37.8833333333],[-116.833333333, 37.8833333333],[-116.9175, 37.8833333333],[-117.094722222, 37.8833333333],[-117.094722222, 37.55],[-117.075833333, 37.4416666667],[-117.008333333, 37.3666666667],[-117.333333333, 37.2],[-118.583333333, 37.2],[-118.583333333, 36.1333333333],[-119.166666667, 36.1333333333],[-119.5, 35.6333333333],[-120.116666667, 35.75],[-120.85, 35.5333333333],[-123.25, 34.5]]]}
ZAU|ZAU_H_56320_56322|1|18000|60000|{"type": "Polygon", "coordinates": [[[-114.666666667, 49.0],[-114.666666667, 49.0],[-115.0, 48.4166666667],[-115.0, 45.3333333333],[-117.75, 45.3333333333],[-118.45, 44.85],[-119.283333333, 43.6333333333],[-119.0, 42.6666666667],[-119.5, 41.0],[-117.366666667, 39.9333333333],[-117.266666667, 38.0833333333],[-117.094722222, 37.8833333333],[-116.9175, 37.8833333333],[-116.833333333, 37.8833333333],[-116.434166667, 37.8833333333],[-116.184166667, 37.8833333333],[-114.701666667, 37.9997222222],[-114.500833333, 38.0166666667],[-114.200833333, 38.0166666667],[-113.700833333, 37.8955555556],[-113.700277778, 37.8236111111],[-113.783333333, 37.7166666667],[-113.0, 37.5],[-111.879166667, 37.4125],[-110.883333333, 37.8333333333],[-110.156944444, 38.1291666667],[-109.983333333, 38.2],[-109.983333333, 38.9333333333],[-109.983333333, 39.2166666667],[-110.3, 39.5833333333],[-109.166666667, 40.0],[-109.1, 40.85],[-108.275, 41.3666666667],[-108.0, 41.6083333333],[-107.05, 42.4166666667],[-107.283333333, 43.8833333333],[-106.266666667, 44.3166666667],[-106.0, 45.2375],[-104.25, 45.1166666667],[-103.166666667, 44.9583333333],[-103.166666667, 46.6],[-103.166666667, 49.0],[-103.5, 49.0],[-104.0, 49.0],[-104.5, 49.0],[-105.0, 49.0],[-105.5, 49.0],[-106.0, 49.0],[-106.5, 49.0],[-107.0, 49.0],[-107.5, 49.0],[-108.0, 49.0],[-108.5, 49.0],[-109.0, 49.0],[-109.5, 49.0],[-110.0, 49.0],[-110.5, 49.0],[-111.0, 49.0],[-111.5, 49.0],[-112.0, 49.0],[-112.5, 49.0],[-113.0, 49.0],[-113.5, 49.0],[-114.0, 49.0],[-114.5, 49.0],[-114.666666667, 49.0]]]}
ZAU|ZAU_L_61630_56322|1|0|18000|{"type": "Polygon", "coordinates": [[[-114.666666667, 49.0],[-114.666666667, 49.0],[-115.0, 48.4166666667],[-115.0, 45.3333333333],[-117.75, 45.3333333333],[-118.45, 44.85],[-119.283333333, 43.6333333333],[-119.0, 42.6666666667],[-119.5, 41.0],[-117.366666667, 39.9333333333],[-117.266666667, 38.0833333333],[-117.094722222, 37.8833333333],[-116.9175, 37.8833333333],[-116.833333333, 37.8833333333],[-116.434166667, 37.8833333333],[-116.184166667, 37.8833333333],[-114.701666667, 37.9997222222],[-114.500833333, 38.0166666667],[-114.200833333, 38.0166666667],[-113.700833333, 37.8955555556],[-113.700277778, 37.8236111111],[-113.783333333, 37.7166666667],[-113.0, 37.5],[-111.879166667, 37.4125],[-110.883333333, 37.8333333333],[-110.156944444, 38.1291666667],[-109.983333333, 38.2],[-109.983333333, 38.9333333333],[-109.983333333, 39.2166666667],[-110.3, 39.5833333333],[-109.166666667, 40.0],[-109.1, 40.85],[-108.275, 41.3666666667],[-108.0, 41.6083333333],[-107.05, 42.4166666667],[-107.283333333, 43.8833333333],[-106.266666667, 44.3166666667],[-106.0, 45.2375],[-104.25, 45.1166666667],[-103.166666667, 44.9583333333],[-103.166666667, 46.6],[-103.166666667, 49.0],[-103.5, 49.0],[-104.0, 49.0],[-104.5, 49.0],[-105.0, 49.0],[-105.5, 49.0],[-106.0, 49.0],[-106.5, 49.0],[-107.0, 49.0],[-107.5, 49.0],[-108.0, 49.0],[-108.5, 49.0],[-109.0, 49.0],[-109.5, 49.0],[-110.0, 49.0],[-110.5, 49.0],[-111.0, 49.0],[-111.5, 49.0],[-112.0, 49.0],[-112.5, 49.0],[-113.0, 49.0],[-113.5, 49.0],[-114.0, 49.0],[-114.5, 49.0],[-114.666666667, 49.0]]]}
ZAU|ZAU_B_00128_56760|1|0|18000|{"type": "Polygon", "coordinates": [[[-84.9997222222, 24.0],[-84.9997222222, 24.0],[-83.1666666667, 24.0],[-83.2405555556, 24.6438888889],[-84.5, 27.5],[-85.25, 27.5],[-86.0, 27.0],[-85.4138888889, 26.6027777778],[-85.0916666667, 26.2],[-84.9997222222, 25.0336111111],[-84.9997222222, 24.0]]]}
